job_id,title,company,scale,salary,experience,education,location,keyword,city,city_code,url,jd,hr_active_time,hr_title,confirmed,performed,button_text,confirmed_at,source_run_id
609482bd7512a79f0nF_2N69GFZS,AI应用开发工程师,丘钛,,18-25K·13薪,3-5年,本科,苏州昆山市昆山丘钛微电子科技股份有限公司(古城厂区)研发楼,AI应用开发,苏州,101190400,https://www.zhipin.com/job_detail/609482bd7512a79f0nF_2N69GFZS.html,"【岗位职责】
1. AI应用研发与落地
与业务团队协作，挖掘、研讨AI可落地的场景（如智能问答、辅助决策、内容生成等）；
编制AI应用开发计划，独立或带领团队完成从原型设计到开发、测试、上线的全流程⼯作；
持续跟进前沿AI技术（如Agent、多模态、微调等），评估并引⼊适合业务需求的新能⼒。
【任职要求】
基本条件
计算机、人工智能、数学等相关专业本科及以上学历，3年以上开发经验，⾄少1年AI应用或知识工程相关经验；
熟练掌握Python，具备良好的工程化编码习惯（类型注解、单元测试、版本管理）。
知识图谱与RAG
熟悉知识图谱基本概念（实体、关系、属性、图数据库），有Neo4j、JanusGraph或图查询语言（Cypher、Gremlin）实际使用经验；
理解RAG原理，有LangChain、LlamaIndex或Dify等框架的应用经验；
了解向量数据库（如Milvus、Pinecone、Chroma）及其与知识图谱的协同使用。
大模型与算力
熟悉主流大模型（如GPT、Claude、Qwen、DeepSeek等）的API调用及本地部署（如vLLM、Ollama、FastChat）；
具备算力调度经验，能配置、维护本地GPU服务器或云算力（如AutoDL、阿里云、AWS）；
有Prompt Engineering、工作流编排（Dify、Coze、Flowise等）实际经验。
应用开发
熟悉Web后端框架（FastAPI、Django等），能够独立开发AI服务接口；
了解前端基础（Vue/React）或具备全栈能力者优先；
具备良好的业务理解力与沟通能力，能将模糊的业务需求拆解为可执行的技术方案。",刚刚活跃,"丘钛
·
HRBP",True,True,继续沟通,1784585052.118517,7477ae3d80f84d069f84871811369b08
d43528f04ad105300nV_2tm5ElJW,Java及AI应用开发工程师,江苏比高机电,,12-20K,3-5年,本科,苏州昆山市江苏比高机电设备有限公司,AI应用开发,苏州,101190400,https://www.zhipin.com/job_detail/d43528f04ad105300nV_2tm5ElJW.html,"诚聘精英
岗位一：Java 开发工程师
岗位职责
1. 负责系统功能模块开发、单元测试与BUG修复，保障系统稳定安全可靠。
2. 与前端、产品、测试团队协同联调，按计划完成项目交付。
3. 参与代码优化、性能调优，提升系统效率与质量。
任职要求
1. 本科及以上学历，计算机相关专业，3年及以上Java开发经验。
2. 精通Java基础，熟悉JVM、多线程、IO、集合、设计模式、数据结构与算法。
3. 熟练使用Spring、SpringBoot、SpringCloud、MyBatis等主流框架。
4. 熟练使⽤MySQL、SQL Server、Redis等存储⼯具，具备性能调优能⼒。
5. 熟悉分布式缓存、MQ、ES、分布式事务等技术。
6. 熟练使用Maven、Git、Jenkins、Jira等开发及项目管理⼯具。
7. 有ERP或电商平台开发经验者优先。
岗位二：AI 应用开发工程师
岗位职责
1. 负责公司AI智能体应用开发、功能实现与优化。
2. 结合智能问答、流程自动化、数据分析完成模型落地。
3. 负责Prompt工程、Agent开发，集成大模型与业务系统。
4. 使用Java开发API接口，实现大模型数据交互。
任职要求
1. 本科及以上学历，3年以上Java+AI项目开发经验。
2. 掌握Prompt工程、RAG框架、向量检索机制。
3. 有DeepSeek、Coze、通义千问、文心一言落地经验优先。
4. 沟通良好，可独立解决问题并推进项目。",在线,"江苏比高机电
·
经理",True,True,继续沟通,1784585080.774648,7477ae3d80f84d069f84871811369b08
c50c4fd58e474a2f0nF-3tu4ElVV,AI应用开发工程师,江苏国泰华盛实业,,17-30K,3-5年,本科,苏州张家港市国泰新世纪广场7-22楼,AI应用开发,苏州,101190400,https://www.zhipin.com/job_detail/c50c4fd58e474a2f0nF-3tu4ElVV.html,"【岗位职责】
1、系统智能化优化：负责现有业务系统的智能化迭代与二次开发，结合特点、开发轻量化自动化工具，优化系统流程、减少人⼯重复操作；
2、业务流程AI赋能：深度对接业务团队，针对业务场景落地AI⾃动化与智能解决⽅案，实现流程提效、降低人为差错；
3、数据智能分析：搭建数据分析模型，完成数据清洗、统计与趋势分析，支撑业务决策；
4、AI⼯具落地与赋能：调研、适配、对接各类AI工具，负责内部使用培训、规范落地，推动团队智能化办公；
5、项目推进与运维：承接业务智能化需求，独立完成方案设计、开发测试、上线落地与效果复盘；负责AI应用及相关系统日常运维、问题排查，保障业务稳定、数据安全。
【任职要求】
1、本科及以上学历，人工智能、计算机、软件工程、数据类相关专业，1-3年AI应用开发、智能化项目落地经验；
2、精通Java技术栈，熟悉Python等语言，具备业务系统二次开发与对接能力，掌握全栈开发能力；
3、熟悉 AI 智能体框架， 具备大模型在业务场景应用落地的能力；
4、 擅长梳理业务痛点、拆解需求，可独立输出落地可行的智能化方案；
5、具备良好的跨部门沟通、项目推进与问题攻坚能力，执行力强，愿意深入业务、持续迭代优化。",刚刚活跃,"江苏国泰华盛实业
·
人事HR",True,True,继续沟通,1784585109.200381,7477ae3d80f84d069f84871811369b08
a3a4c68d0ccaff0c0nFy0tu-GFVY,后端开发-统本/大型互联网/或ai应用相经验,上海兴岩信息科技,,11-13K,3-5年,本科,苏州太仓市太仓农商行金融大厦太仓银行,AI应用开发,苏州,101190400,https://www.zhipin.com/job_detail/a3a4c68d0ccaff0c0nFy0tu-GFVY.html,"后端开发人员：
1.学历:全日制本科及以上学历;
2.人员级别:中级;
3.品格:责任心强，具备良好的学习能⼒和抗压能⼒:
4.⾏业工作年限和经验:至少拥有两年同类型⼯作经验，拥有三至五年工作经验:
5.技术水平要求:计算机相关专业，3年以上后端开发经验，精通Java/Go/python至少一种及主流框架(Spring Clound/Gin/Django等)。熟悉mysql/Redis及kafka消显队列。具备高并发、分布式系统设计能力，掌握微服务架构、Docker/K8s及CI/CD流程。扎实的算法与数据结构基础，良好的代码规范。有大型互联网项目或ai应用相关经验优先:",刚刚活跃,"上海兴岩信息科技
·
HR",True,True,继续沟通,1784585156.836598,7477ae3d80f84d069f84871811369b08
6389de5ffa1e608e03Fy2NS_GFJZ,后端开发高级工程师（AI）(J11537),震裕科技,,16-22K·15薪,5-10年,本科,苏州虎丘区苏州范斯特机械科技有限公司(南门),AI应用开发,苏州,101190400,https://www.zhipin.com/job_detail/6389de5ffa1e608e03Fy2NS_GFJZ.html,"工作职责:
1. 后端微服务开发
使用 Java 17+、Spring Boot 3.x 开发高并发、可伸缩的微服务。
负责 Mysql、Redis、Kafka/RabbitMQ 等中间件的合理应用与性能优化。
2. AI 产品化与集成
将 PyTorch/Scikit-learn 训练的模型集成到 Java 服务中，并保证推理性能和稳定性。
深度集成 GPT-4 及行业专用大模型（Ollama），设计 Prompt-Engineering 流程，与前端/API 层打通。
3. 端到端数据流与 MLOps
设计并实现从 GitLab 数据到向量化检索再到应用服务的实时数据流水线。
搭建完整的 CI/CD 与 MLOps 流程，覆盖模型训练、部署、在线监控、灰度发布。
4. 自动化与智能化工作流
基于 n8n 构建生产报警→多级告警（钉钉 + 邮件）的自动化链路，需掌握 IFTTT 逻辑演示。
在 Dify/maxkb 平台设计制造业工单分类对话式 AI，产出脱敏流程截图。
5. 低代码与商业化产品化
基于低代码/无代码平台（如 Jmix、Vaadin、Retool、Mendix、PowerApps、Budibase）快速构建内部运营、监控与数据可视化工具，显著降低开发成本并提升交付效率。
开发 AI 功能的商业化产品化落地，并与现有业务系统
任职资格:
任职资格（必备核心能力）：
1.本科及以上学历，计算机、自动化、AI、数据科学等相关专业，5 年及以上软件开发经验，其中 ≥2 年 AI 项目实战经验
2.深厚的 Java 技术栈：JVM 原理、并发编程，Spring Boot/Cloud 微服务实战
3.扎实的 AI/ML 能力：Python 编程、PyTorch/TensorFlow/Scikit-learn 框架，具备 AI 模型在后端落地经验
端到端项目实战：熟悉 Docker、CI/CD、MLOps、Kafka/Redis 等工程化工具链
4.拥有低代码/无代码平台（如 Jmix、Vaadin、Retool、Mendix 等）实践经验，可独立设计并交付可配置的业务流程和运营后台
5.具备完整的产品商业化经验，熟悉 SaaS 商业模式、版本迭代、定价与变现策略，并能结合技术实现许可控制与计费模块
加分项：
1.实践过实时通信（WebSocket）、Elasticsearch 多模态检索
2.有 MES/SCADA、CAD 数据处理经验
3.具备高级可视化、BI 或大屏展示能力
4.有成功将 AI 或数据产品商业化并服务 10 万级以上付费用户的案例
熟悉低代码平台插件/模板开发，或在 Jmix、Vaadin、Retool 等开源社",今日活跃,"震裕科技
·
人事",True,True,继续沟通,1784585216.513068,7477ae3d80f84d069f84871811369b08
0f1c4c4d19bbcccd03N409--ElVS,Java后端开发工程师-大模型,中科闻歌,,9-14K,5-10年,本科,长沙开福区绿地V岛B区绿地V岛B区9栋6楼,模型部署工程师,长沙,101250100,https://www.zhipin.com/job_detail/0f1c4c4d19bbcccd03N409--ElVS.html,"岗位职责
1、负责基于大模型的相关功能模块搭建，如利用大模型实现智能推荐、文本生成等功能，深度融入产品体系，提升产品智能化水平。
2、与团队紧密协作，在涉及大模型应用项目中，积极配合数据团队获取优质数据，协同算法团队优化大模型参数，高效完成分配的各项工作任务，确保项目按时推进。
3、负责项目的部署与后期维护，针对大模型应用部分，定期监测模型性能，及时处理模型运行中的异常情况，保障大模型在项目中稳定运行。
4、负责部分业务需求沟通，特别是针对大模型应用场景的业务需求，深入了解业务部门对智能化功能的期望，将业务需求准确转化为技术实现方案，推动大模型技术与业务深度融合。
任职要求
1、计算机相关专业，3 年以上 JAVA 程序研发经验，且有至少 1 年大模型应用开发经验，如参与过基于 GPT、文心一言等大模型的二次开发项目。
2、熟悉 MySQL、Redis 等主流数据库，精通 SQL 查询语言，能够针对大模型应用场景进行数据库优化，存储和管理海量模型训练数据。
3、熟悉 JAVA 多线程编程，有分布式程序开发经验者优先，能够搭建分布式架构以支撑大模型的高效运行与扩展。
4、熟悉基本的 Linux 系统命令，可在 Linux 环境下部署和维护大模型应用相关服务。
5、熟悉软件技术文档的编写，具备良好的文档编制习惯和代码书写规范，针对大模型应用开发过程，编写详细技术文档，便于团队协作与知识传承。
6、熟悉大数据相关技术优先：ElasticSearch、Kafka 等，能够处理大模型训练与应用过程中产生的海量数据。
7、熟悉爬虫相关技术优先：httpclient、jsoup、网络爬虫、网络协议，可利用爬虫技术为大模型抓取高质量训练数据。
8、思路清晰，善于思考，能独立分析和解决大模型应用过程中出现的技术问题，如模型性能瓶颈、数据质量问题等。
9、责任心强，具备良好的团队合作精神和抗压能力，在大模型项目紧张周期内，能够与团队协同作战，保障项目顺利交付。",,"中科闻歌
·
招聘者",True,True,继续沟通,1784585330.1149728,7477ae3d80f84d069f84871811369b08
eb110056f434317e0nd73tW9E1NV,机器视觉算法工程师,科创信息,,15-25K,3-5年,本科,长沙岳麓区湖南科创信息技术股份有限公司678号,模型部署工程师,长沙,101250100,https://www.zhipin.com/job_detail/eb110056f434317e0nd73tW9E1NV.html,"一、岗位职责
1.负责铁路限界检测、异物入侵识别等视觉算法的研发与工程化落地；
2.基于车载或路侧等传感器数据，实现目标检测、测距定位、风险判定等核⼼功能；
3.在ROS环境下完成算法节点化开发，保障系统实时性与稳定性（≥100fps，延迟≤10ms）；
4.利⽤CUDA/TensorRT在GPU服务器上完成模型推理加速与显存优化；
5.实现相机与3D场景的虚实对齐，将视频，雷达点叠加⾄三维场景中进行交互式分析；
6.应用经典机器学习算法解决检测后处理、异常识别、数据降维、拟合等实际问题；
7.配合系统集成团队完成实车/路侧部署与联调。
⼆、任职要求
基本条件：
1.计算机、自动化、测绘等相关专业，本科及以上学历；
2.2年以上计算机视觉/机器人感知相关工作经验。
三、IT技能：
1.C++：熟练掌握C++11/14/17标准，具备多线程编程与性能调优能力；
2.ROS：熟悉ROS通信机制（Topic/Service/Action）、TF坐标变换、Rviz可视化；
3.OpenCV：精通图像预处理、相机标定、透视变换、特征提取等；
4.CUDA：熟悉CUDA编程模型，有TensorRT模型部署与推理加速经验；
5.深度学习：掌握YOLO/RT-DETR等检测模型，熟悉PyTorch训练框架。
四、加分项：
1.有铁路、无人驾驶、智慧安防等领域落地经验；
2.熟悉多相机融合或激光雷达点云处理（PCL）；
3.了解铁路限界相关安全规范；
4.有大量异构数据及大规模数据处理等系统开发经验。",刚刚活跃,"科创信息
·
HR",True,True,继续沟通,1784585379.569621,7477ae3d80f84d069f84871811369b08
fd860ac8c6fa03941XJ92tu8EFpR,机器学习工程师（长沙）,广立微,,13-19K·16薪,1-3年,本科,长沙岳麓区中电软件园二期E6栋,模型部署工程师,长沙,101250100,https://www.zhipin.com/job_detail/fd860ac8c6fa03941XJ92tu8EFpR.html,"社招岗位，校招同学请勿投递，谢谢！
岗位职责：
1、深度参与机器学习在半导体制造领域中的应用与研究
2、负责项目中机器学习的理论研究和模型开发，参与算法选型、工程实现、模型训练、算法调优和优化创新
3、负责模型推理系统的研发，包括模型部署、推理系统接口开发
4、深入理解业务，提出具有落地可行性的前沿方案
任职要求：
1、参与实际机器学习项目，有CV、LLM、时序建模、深度学习框架相关工作经验者优先
2、优秀的代码能力，扎实的数据结构基础，至少掌握python/Java/C++一种编程语言
3、熟悉掌握机器学习相关算法和系统性的知识，有丰富的实践经验
4、熟悉掌握至少一种深度学习框架
5、良好的沟通能力和优秀的学习能力
6、认真，细致，对数据有较好的理能和分析能力
7、参与国内外大数据竞赛获奖者优先",本周活跃,"广立微
·
HR",True,True,继续沟通,1784585418.7507331,7477ae3d80f84d069f84871811369b08
97ac4b5fdfa3527b03V43N-_GFZU,中高级软件工程师,飞腾公司,,18-30K·16薪,5-10年,本科,长沙开福区富兴CFC,模型部署工程师,长沙,101250100,https://www.zhipin.com/job_detail/97ac4b5fdfa3527b03V43N-_GFZU.html,"工作内容
1、参与NPU项目运行时调度、调试器、性能分析器等模块的设计与开发，确保代码质量和系统稳定性。
2、参与系统架构设计，优化系统性能，提升用户体验。
3、在Linux环境下进行开发和部署。
任职要求
1、具备扎实的C/C++编程能力，熟悉架构设计优先。
2、具有Linux开发和部署经验，能够独立处理相关技术问题。
3、了解编译原理、运行时调度、调试调优原理者优先，熟悉操作系统底层调度者优先。
4、熟悉CUDA编程模型、GPU体系结构和CUDA开发优先。
工作地：长沙、深圳、上海均可
岗位福利：
1、央企中国电子控股，享受足额带薪年假、育儿假等福利
2、公积金双边24%缴纳
3、生日福利、过年过节福利",刚刚活跃,"飞腾公司
·
系统架构与设计技术专家",True,True,继续沟通,1784585457.7318752,7477ae3d80f84d069f84871811369b08
066efb3efd526c9b0nd80t21ElpQ,Flutter/Android开发工程师（AI方向）,绝味食品,,12-17K·15薪,5-10年,本科,长沙芙蓉区旺德府万象时代31楼,模型部署工程师,长沙,101250100,https://www.zhipin.com/job_detail/066efb3efd526c9b0nd80t21ElpQ.html,"加速推进门店数字化升级。你将参与新一代AI+POS系统APP的研发，负责面向门店收银、进销存、会员营销、AI辅助决策等业务场景的移动端开发。
技术栈以Flutter跨平台框架为主，结合Android原生能力，并深度集成AI SDK/模型，打造“会思考”的智能POS终端
岗位职责：
1、核⼼业务开发
基于Flutter实现POS系统的核⼼功能模块：点餐/收银、库存盘点、订单管理、会员识别、优惠核销、销售报表等。
编写⾼复用、高性能的Flutter组件，适配不同门店硬件（收银机、⼿持终端、标签打印机、客显屏）。
2、Android原生融合
开发Flutter与Android原生交互的Plugin/Channel，封装硬件驱动（USB/蓝牙打印机、扫码枪、钱箱、电子秤、支付终端）。
处理POS低内存、长时运行、磁盘缓存、日志上报等原生级性能优化。
确保APP兼容主流Android 8~14版本及收银机定制ROM。
3、AI能力集成与落地
集成轻量级AI模型（如TFLite、ONNX Runtime），实现：
AI图像识别：摄像头识别卤味商品条形码/二维码、菜品称重识别
智能推荐：根据时段、历史交易为店员推荐加购组合或促销话术；
销量预测：展示未来3天门店补货建议（接入后端预测API）；
语音辅助：支持语音搜索商品、免触收银（对接ASR/NLP服务）。
调用云端AI接口（商品识别、会员意图识别），处理离线/在线状态下的降级策略。
4、交互与稳定性要求
保障POS APP7×12小时持续运行的稳定性，设计完善的错误捕获与自动恢复机制。
针对收银高峰操作（高频点击、并发单据），优化UI帧率和数据读写速度。
与后端、硬件团队联调，确保订单数据、支付结果的最终一致性。
5、工程化与文档
维护Flutter模块化代码结构，编写自动化打包脚本（针对不同硬件型号的APK）。
输出POS设备适配手册、AI功能测试用例及门店操作指引。
任职要求：
1、基础技能
计算机相关专业本科及以上学历，3年以上移动端开发经验，至少2年Flutter实际项目经验，有线上发布的Android原生或Flutter应用。
扎实的Dart语言基础，熟练使用Flutter各种布局、动画、状态管理（Provider / GetX / Bloc等）。
精通Android原生开发（Kotlin/Java），熟悉Android Framework核心机制（AMS、WMS、线程模型），能独立编写自定义View和性能调优。
2、POS/行业经验
有POS、收银系统、零售/餐饮APP开发经验者优先，了解进销存逻辑、支付对接（支付宝/微信/银行卡）。
熟悉常见外设二次开发（USB/串口/蓝牙通信、ESC/POS打印指令、钱箱控制）。
3、AI能力
了解移动端模型推理框架（TFLite、MediaPipe、Paddle Lite），有实际集成图像分类/目标检测模型的经验。
熟悉HTTP/WebSocket调用RESTful AI接口，能处理异步返回与离线缓存。
对AI场景有热情：能理解店员语音交互、图像称重等需求的落地痛点。
【加分项】
贡献过Flutter/Android开源库，或有技术博客/视频课程。
了解边缘AI部署方法（如NVIDIA Jetson、瑞芯微NPU加速）。
有Flutter和原生混合栈性能优化（解决白屏、掉帧、包体积）成功案例。
熟悉伴生技术：如RxDart、SQLite/Drift、Room、Hive。
对卤味产品线有一定了解（比如知道鸭脖、鸭锁骨等SKU分类）。",今日活跃,"绝味食品
·
HR",True,True,继续沟通,1784585506.170848,7477ae3d80f84d069f84871811369b08
