job_id,title,company,scale,salary,experience,education,location,keyword,city,city_code,url,jd,confirmed,performed,button_text,confirmed_at,source_run_id
7f075db3e5b764830nB_2tq_FlJY,AI大模型应用工程师,海圆圆农业科技,,13-26K,1-3年,本科,佛山南海区招商置地中心3座19楼1908室,AI应用开发工程师,佛山,101280800,https://www.zhipin.com/job_detail/7f075db3e5b764830nB_2tq_FlJY.html,"职位描述：（应聘者须拥有真实项目实操经历，无法出示过往项目成果、不便参加现场⾯试的⼈员请勿投递简历。）
1.负责公司⼤模型研发与应用落地，跟踪大模型领域前沿技术进展；
2.负责⼤模型数据建设、模型训练、微调、优化与部署全流程工作；
3.结合公司业务与运作场景，推进智能化办公、智能运维、智能研发方案落地；
4.开发并维护可扩展的 AI 系统与平台，保障稳定运行。
任职要求：
1.熟练RAG、AI Agent、工作流编排、Prompt Engineering，可独立搭建智能体应用。
2.精通并熟练使用LangChain、langgraph、Coze、Dify等框架，具备Milvus 向量库部署经验。
3.用 AI 直接提升效率、降低人力成本，成果可量化。
4.具备 AI 全流程落地、系统开发及业务方案落地能力，能独立完成模型优化与平台建设工作。",True,True,继续沟通,1782770458.776107,7cc32bcd1d6f46cea136a7575459372a
f642df7ba3a4ec1a1HB52d-9FVZQ,应用开发工程师,联动科技,,7-12K,1-3年,本科,佛山南海区联动科技办公楼,AI应用开发工程师,佛山,101280800,https://www.zhipin.com/job_detail/f642df7ba3a4ec1a1HB52d-9FVZQ.html,"职责描述：
1、测试机应用方案开发：电路板设计开发，编写测试程序；
2、解决应用问题；
3、向售后、销售、市场等部门提供技术支持，协助产品推广。
任职要求：
1、熟悉模拟、数字电路、具备电路分析能力；熟悉C或C++编程语言；
2、2年以上开发经验
3、具备良好的学习能力、沟通能力、团队协作能力，认同公司企业文化。",True,True,继续沟通,1782770487.827449,7cc32bcd1d6f46cea136a7575459372a
054adf9d2d267caf0nB42dy9FVFW,AGI应用开发工程师,滴普科技,,7-11K,1-3年,本科,重庆两江新区龙兴智能汽车软件产业园重庆渝北区两江总部智慧生态城产业园区,AI应用开发工程师,重庆,101040100,https://www.zhipin.com/job_detail/054adf9d2d267caf0nB42dy9FVFW.html,"工作职责
1. 根据业务分析师或产品团队输出的业务需求，完成智能体应用的搭建、配置、调试和迭代，包括智能问答、知识助手、流程助手、数据查询助⼿、办公⾃动化助⼿等场景。
2. 基于企业内部智能体平台，完成 Workflow 编排、节点配置、Prompt 设计、变量传递、上下文管理和异常兜底配置。
3. 结合具体业务流程，拆解智能体执行步骤，设计任务分⽀、工具调用逻辑、多轮对话路径和人机协同流程，保障智能体输出结果可控、可解释、可落地。
4. 负责 RAG/知识库相关配置和调优工作，包括知识文档整理、切分策略配置、召回测试、答案溯源、命中率优化和知识更新维护。
5. 针对平台配置无法满足的场景，使用 Python、JavaScript/TypeScript、SQL 等完成简单工具函数、接口调用、数据处理脚本、插件或 Webhook 开发。
6. 参与智能体效果测试与问题排查，持续优化回答准确率、任务完成率、响应速度、幻觉控制和用户体验。
7. 配合业务分析师、产品经理、项目经理和大模型应用开发工程师，反馈实现难点、交付进度和平台能力边界，推动智能体应用从需求到上线闭环。
8. 沉淀可复用的智能体模板、Prompt 模板、Workflow 组件、工具调用配置和项目交付经验。
任职要求
1. 本科及以上学历，计算机、软件工程、人工智能、信息管理、数据科学等相关专业优先。
2. 具备 1 年以上 AI 应用、智能体搭建、低代码平台、业务系统实施、自动化流程开发或相关项目经验；有实际智能体项目落地经验优先。
3. 熟悉大模型应用基本原理，理解 Prompt、上下文、RAG、工具调用、Function Calling、多轮对话、Workflow 编排等核心概念。
4. 熟悉至少一种智能体或 AI 应用开发平台，如 Dify、Coze/扣子、FastGPT、LangChain、LangGraph、Flowise、百度千帆、阿里百炼、Azure AI Studio 等。
5. 具备一定业务理解和流程拆解能力，能够将业务需求转化为智能体执行流程、对话逻辑和配置方案。
6. 具备基础代码能力，熟悉 Python、JavaScript/TypeScript、Java 中至少一种语言，能够完成简单脚本开发、API 调用、数据处理和插件封装。
7. 具备较强的问题定位能力，能够排查 Prompt 效果、流程分支、知识召回、接口调用、变量传递等常见问题。
8. 具备良好的沟通协作能力，能够与业务、BA、产品、开发和项目团队高效配合，推动应用交付。
加分项
1. 有企业级智能体、知识库问答、办公自动化、数据查询助手、智能客服、流程机器人等落地经验。
2. 有制造业、金融、政企、能源、医药等 B 端复杂业务场景经验。
3. 熟悉向量数据库、Embedding、重排序、知识图谱、文档解析、OCR 等相关技术。
4. 有 Dify、Coze 等平台从 0 到 1 搭建智能体并上线使用的项目经验。
5. 了解大模型评测、Prompt 评估、知识库治理或智能体运营优化方法。",True,True,继续沟通,1782770764.600061,7cc32bcd1d6f46cea136a7575459372a
eea2005bd367976b0nd_3dq1FFdR,AI应用工程师（南岸区茶园）,万和医药连锁,,10-12K,1-3年,大专,重庆重庆市南岸区新天泽国际总部城b区14栋2,AI应用开发工程师,重庆,101040100,https://www.zhipin.com/job_detail/eea2005bd367976b0nd_3dq1FFdR.html,"一、岗位职责
1.AI场景落地搭建：基于公司现有业务，搭建适配药房的AI应用场景，包含智能数据分析、销量预测、库存预警、近效期药品智能筛查、慢病会员智能分层、复购智能提醒、流程预警、搭建知识库等，输出可落地的AI工作流程。
2.AI+RPA自动化开发运维：负责⽇常重复⼯作⾃动化搭建，实现业财自动对账、单据录入、数据汇总、经营报表⾃动生成、证照到期提醒、门店异常数据预警等自动化操作，减少人工内勤成本。
3.医药内容AI合规生产与审核：搭建合规的AI内容生产体系，批量产出慢病科普、用药常识、滋补品科普等图文、短视频、社群文案；同时通过AI审核宣传内容，规避医药广告违规、处方药违规宣传、医保话术红线等风险。
4.系统数据对接与优化：对接药房进销存系统、医保系统、会员系统、美团/饿了么线上购药平台，完成数据同步、数据清洗、数据可视化，为经营决策、门店选址、品类调整、人员排班提供AI数据支撑。
5.智能客服与门店AI赋能：优化线上智能咨询AI话术、门店导购AI推荐体系、慢病回访AI外呼流程，标准化门店销售、服务话术，提升会员复购率和客单价。
6.内部AI培训与迭代优化：针对门店员工、内勤人员开展AI工具使用培训，收集一线业务痛点，持续迭代优化AI应用场景，输出落地成果与数据复盘报告。
二、任职要求
1.技能要求：熟练掌握主流低代码AI平台、AI自动化工具、RPA工具；具备基础数据分析能力，会数据清洗、可视化报表制作；了解Prompt工程、大模型轻量化微调优先。
2.行业认知：有零售、商超、医药连锁行业经验优先，熟悉药房进销存、库存管理、慢病运营、医保合规基本规则，无行业经验但学习能力强、落地执行力强者亦可。
3.能力要求：擅长业务拆解，能够结合药房真实痛点落地AI方案，不空谈技术；具备独立搭建自动化流程、解决数据对接问题的能力。
4.素养要求：极强的合规意识，熟知医药宣传红线、医保合规要求；责任心强，落地执行力高，能适配业务迭代需求。
5.学历经验：大专及以上学历，1-3年AI应用落地、数字化运营、RPA自动化、数据分析相关经验，优秀应届生可培养。
上班时间：9:00-18:00（午休12:00-13:30）周固定单休周日
福利待遇：入职五险，年假，工龄工资，免费员工午餐，带薪培训，内购福利，节假日福利等",True,True,继续沟通,1782770794.1670442,7cc32bcd1d6f46cea136a7575459372a
696eea058dc28cda0nVy2du7FVVR,AI算法开发(政务企业）,重庆电信,,13-26K·14薪,1-3年,本科,重庆渝中区重庆总部城A区虎头岩总部城A区4栋6楼,AI应用开发工程师,重庆,101040100,https://www.zhipin.com/job_detail/696eea058dc28cda0nVy2du7FVVR.html,"岗位职责：
1. 主导或参与政务、企业行业AI算法模型的全生命周期管理，涵盖研发规划、技术方案设计、核心算法开发、模型迭代优化及⼯程化落地，聚焦计算机视觉、多模态⼤模型相关核⼼业务场景。
2. 深入理解政企客户的业务逻辑与实际需求，结合不同行业合作⽅的场景特性，优化AI系统的性能、准确率及易用性，确保模型及方案满足商业化交付与规模化应用标准。
3. 负责计算机视觉算法、大语言模型、多模态大模型、智能体技术在政务/企业领域的落地与创新应用，探索跨场景数据融合、智能决策调度、自动化业务处理等前沿方向的技术突破。
4. 参与政企AI产品/项目的需求分析、技术选型、架构设计，攻克研发及落地过程中的复杂技术难题，推动模型从实验室走向政务办公、企业生产运营等实际场景的规模化部署。
5. 与项目经理、工程开发团队及外部合作方保持高效协同，明确需求边界、同步研发进度，牵头完成项目技术交付与迭代；负责技术文档编写、专利申报及行业技术交流工作，沉淀技术资产。
任职z资格：
1. 计算机科学、人工智能、模式识别、数据科学等相关专业本科及以上学历；2年及以上政企领域AI算法研发经验，具备完整的项目交付经验者优先。
2. 精通计算机视觉核心算法原理与技术，拥有扎实的模型设计、调优及性能优化实战经验；基本掌握大模型、智能体的原理与应用技术，有政务/企业场景算法落地经验者优先。
3. 熟练使用Python编程语言，精通PyTorch/TensorFlow等深度学习框架，具备规范的代码编写能力和工程化思维，可独立完成算法原型开发、验证及落地适配。
4. 具备优秀的复杂问题解决能力与客户交流能力，能精准理解客户需求、清晰传递技术方案；拥有较强的跨团队沟通协调能力、逻辑思维能力及抗压能力，能高效推进项目落地，乐于接受业务及技术挑战。
5. 深入理解政企行业业务流程及AI系统技术架构，熟悉行业相关合规要求及项目交付标准。
备注：本科学历合同跟万友人才签订，硕士及以上学历优秀者可以申请电信合同制名额。",True,True,继续沟通,1782770824.105813,7cc32bcd1d6f46cea136a7575459372a
b48850744be087350nF60t27EVdT,Ai全栈工程师,传音集团,,9-14K·13薪,在校/应届,本科,重庆两江新区传音智汇园B区4楼,AI应用开发工程师,重庆,101040100,https://www.zhipin.com/job_detail/b48850744be087350nF60t27EVdT.html,"核心技术能力要求
1、Java基础扎实：熟练掌握面向对象思想、集合框架、多线程、IO流、异常处理、JVM基础等核心知识，熟悉常⽤数据结构与基础算法。
2、掌握主流开发框架：了解并会使⽤ Spring Boot、Spring Cloud，熟悉Spring Boot项⽬开发流程，了解微服务常用组件（Nacos/Gateway/Feign等）基础使用。
3、AI & Agent技术认知：对⼈工智能、智能Agent有基础了解，熟悉AI Agent基本概念与应用逻辑，有相关技术学习、Demo实践经验者优先。
4、基础技术能力：熟悉MySQL数据库，掌握常用SQL编写、基础索引优化；了解Redis等常用中间件基础应用。
5、熟练使用Git、Maven等常规开发工具，具备基本的代码调试、问题排查能力，代码书写规范。
加分项（非必需）
1、有Spring Cloud微服务项目实战、校园项目、毕设项目开发经验；
2、接触过大模型应用开发、AI Agent搭建、Prompt工程等相关技术；
3、具备良好的技术学习能力，愿意深耕后端+AI智能化相关技术方向",True,True,继续沟通,1782770853.476222,7cc32bcd1d6f46cea136a7575459372a
00cee2d8616c4ec403d72N28GVtY,软件应用开发工程师,某大型知名汽车研发公司,,18-28K,1-3年,本科,,AI应用开发工程师,重庆,101040100,https://www.zhipin.com/job_detail/00cee2d8616c4ec403d72N28GVtY.html,"整车项目应用交付：
1.参与整车项目需求讨论，分析；并将需求传递至产品开发，产品包含（ VCU , TMS , BDC等）;
2.参与整车架构，协议，功能讨论确认；
3.负责产品开发方案制定，产品开发计划制定及过程进度管理，产品交付；
4.牵头控制器产品相关问题分析定位；
5.负责产品功能需求开发，功能交付验证
6.负责控制器产品招标定点，招标技术要求编写，供应商管理",True,True,继续沟通,1782770882.903028,7cc32bcd1d6f46cea136a7575459372a
77b4705078870ff80nF40tq9ElZR,AI安全工程师,奇安信集团,,10-15K,1-3年,大专,重庆重庆两江数字经济产业园·互联网园三期2号楼1-3层,AI应用开发工程师,重庆,101040100,https://www.zhipin.com/job_detail/77b4705078870ff80nF40tq9ElZR.html,"1.Agent系统风险发现与建模：针对大模型智能体系统（涵盖工具调用、插件集成、多步工作流编排、RAG等场景），系统性发现并建模安全风险，包括但不限于：直接/间接Prompt注⼊、指令绕过、越权调⽤外部⼯具、跨Agent上下文污染、敏感数据泄露、模型幻觉与推理偏差引发的业务风险等。
2.自动化红队测试：构建覆盖Agent核⼼攻击面的标准化安全评测基准（Benchmark），开发自动化攻击模拟工具与对抗性测试框架，对LLM API、AI Agent系统开展系统性黑盒、灰盒、白盒安全测试。
4.设计推理侧防御机制：设计并落地Agent推理侧的安全防御机制，如输入输出过滤器（Guardrails）、Prompt防护层、工具调用权限沙箱、上下文隔离、敏感操作审批、异常行为检测等
4.构建AI驱动的安全工具：利用LLM、AI Agent技术构建多智能体协同代码审计系统（覆盖漏洞检测、恶意代码识别、敏感信息泄露等场景），设计Planner/Executor/Critic等角色分解、工具调用链及跨Agent状态同步机制。
5.智能化安全测试提效：构建基于AI的Fuzzing框架、Prompt攻击自动生成器、自动化漏洞挖掘工具、AI辅助代码审计及AI辅助现网安全渗透能力，提升安全测试的覆盖深度与效率
任职要求：
1.学历专业：本科及以上学历，计算机、网络安全、人工智能、信息安全等相关专业
2.AI技术基础：熟悉主流大语言模型（LLM）原理，理解Transformer架构、具备大模型应用构建能力，熟悉claud code，codex，openclaw等大模型应用运行原理。
3.AI安全能力：深入了解AI系统特有安全威胁，熟悉Prompt Injection（直接/间接注入）、Jailbreak、对抗样本生成、模型逆向、越权调用第三方服务等攻击原理与防御实践。了解OWASP LLM Top 10等AI安全风险框架。有安全攻防、渗透测试、威胁建模或红队演练经验，能从攻击者视角系统性分析复杂系统的安全风险面
4.编程能力：熟练掌握Python/C++/Go等至少一门编程语言，能独立编写自动化安全测试脚本、PoC利用代码，具备高并发系统或分布式架构开发经验者优先",True,True,继续沟通,1782770912.071573,7cc32bcd1d6f46cea136a7575459372a
eb99d1147bb8c04d03N70928EldZ,算法工程师,长安,,15-30K·17薪,1-3年,本科,重庆两江新区长安全球研发中心,AI应用开发工程师,重庆,101040100,https://www.zhipin.com/job_detail/eb99d1147bb8c04d03N70928EldZ.html,"1. 学历要求：本科及以上学历。 
2. 专业要求：计算机科学与技术、智能科学与技术、数学与应用数学、信息与计算科学、大数据技术、人工智能、自动化、机器人工程、控制科学与工程等相关专业 。 
3. 工作经历：具备两年及以上AI安全或大模型开发相关工作经验 。 
4. 语言要求：具有良好的英语听说读写能力。 
5. 综合素质：良好的沟通协调、文档规范编写能力，较强的分析解决问题能力。 
6. 专业技能： 
6.1 具备较好的数理基础，了解人工智能基础知识； 
6.2 熟悉至少一种深度学习框架（TensorFlow/PyTorch等），具备代码实现能力（Python/C++），有参与AI安全项目开发经验者优先； 
6.3 熟悉AI模型原理与安全技术（如模型漏洞检测、对抗攻击与防御等），了解端到端辅助驾驶模型或多模态生成式模型的基本架构等优先； 6.4 精通python、C++等编程语言。",True,True,继续沟通,1782770952.8756008,7cc32bcd1d6f46cea136a7575459372a
5460de5777afdb6f0nB83d-0E1pU,AI美术指导,山海星辰传媒,,8-13K,1-3年,大专,重庆两江新区海王星科技大厦D区301-303,AI应用开发工程师,重庆,101040100,https://www.zhipin.com/job_detail/5460de5777afdb6f0nB83d-0E1pU.html,"AI美术指导
【岗位职责】
1. 概念设计：根据剧本与导演意图，运用AI工具（Midjourney、Stable Diffusion等）生成角色、场景、道具的概念图及氛围图。
2. 风格定调：主导项⽬整体视觉风格的探索与确⽴，制定风格模板与Prompt库，确保美术⽅向与项目定位一致。
3. 分镜视觉化：配合分镜创作，⽣成关键帧或情绪板，为镜头设计提供直观视觉参考。
4. 迭代优化：与导演、制作团队紧密沟通，根据反馈快速调整美术方案，满足创意与制作需求。
5. 技术探索：跟踪AI美术工具的前沿应用，探索更高效、更具创意的视觉开发工作流。
6. 资产归档：整理并管理前期美术资产，建立可复用的视觉素材库，提升团队协同效率。
【任职要求】
1. 教育背景：美术、设计、数字媒体艺术等相关专业本科及以上学历。
2. 审美功底：具备卓越的视觉审美与扎实的美术基础，精通光影、色彩、构图原理，对仿真人写实风格有深刻理解。
3. AI工具能力：精通Midjourney、Stable Diffusion等主流AI图像生成工具，熟练掌握Prompt工程，能精准产出高质量图像。
4. 传统技能：具备手绘或数字绘画能力，能够结合AI与传统技法进行创意融合与修正。
5. 沟通协作：良好的沟通理解力与团队合作精神，能快速领会创作需求并高效产出。
6. 经验优先：有影视前期美术、游戏原画或AI辅助设计经验者优先；有完整项目案例者优先。",True,True,继续沟通,1782770982.5992289,7cc32bcd1d6f46cea136a7575459372a
