job_id,title,company,scale,salary,experience,education,location,keyword,city,city_code,url,jd,hr_active_time,hr_title,confirmed,performed,button_text,confirmed_at,source_run_id
e7cfdb3ceb062eb20nF83d67GFNQ,slam算法工程师,昆山鑫泰利智能科...,,15-25K·15薪,1-3年,本科,苏州吴中区苏州市城南科技产业园5楼鑫泰利,C++开发,苏州,101190400,https://www.zhipin.com/job_detail/e7cfdb3ceb062eb20nF83d67GFNQ.html,"岗位职责:  
1. 负责SLAM算法的研究与开发，构建稳定高效的环境感知与定位系统；  
2. 开展多传感器融合算法设计，提升系统在复杂场景下的鲁棒性与精度；  
3. 参与3D环境建模、地图构建及优化算法的实现与迭代；  
4. 结合实际应用场景，推动算法在真实设备上的部署与性能调优。  
任职要求：  
1. 具备扎实的SLAM理论基础，熟悉主流视觉或激光SLAM框架；  
2. 熟练掌握C/C++编程，具备良好的算法实现与调试能力；  
3. 熟悉常用传感器⼯作原理及其在SLAM系统中的应⽤；  
4. 具备较强的分析问题和动⼿解决问题的能力；  
5. 对机器人感知、⾃主定位等技术方向有持续兴趣和探索精神。",在线,"昆山鑫泰利智能科...
·
招聘经理",True,True,继续沟通,1784076907.660991,c6367b07b0674c8187e2853f3d7a3880
7d61205b0f273de50nd73tS6GVVX,Embedded Linux Software Developer,通力电梯有限公司,,15-25K,1-3年,本科,苏州昆山市通力电梯有限公司(晨丰路),C++开发,苏州,101190400,https://www.zhipin.com/job_detail/7d61205b0f273de50nd73tS6GVVX.html,"Responsibilities:
	Design, code, test, and debug embedded software using C/C++ and embedded development tools (e.g., Keil, IAR, GCC).
	Collaborate with hardware engineers to define interface specifications and resolve cross-domain technical issues.
	Develop and maintain device drivers for microcontrollers (MCU) and peripherals (e.g., UART, SPI, I2C, CAN bus).
	Conduct unit testing, integration testing, and performance optimization to meet product reliability and efficiency requirements.
	Document software design, development processes, and test reports; support production and after-sales technical troubleshooting.
Requirements and Skills:
	Bachelor’s degree or above in Electrical Engineering, Computer Science, Software Engineering, or a related field.
	2+ years of experience in embedded software development, with hands-on experience in [specific MCU/processor, e.g., STM32, ARM Cortex-M series].
	Proficiency in embedded C/C++ programming, real-time operating systems (RTOS, e.g., FreeRTOS, RT-Thread), and embedded
	Embedded Linux related experience is preferred
	Fluent English communication skill is plus",在线,"通力电梯有限公司
·
TA Manager",True,True,继续沟通,1784076932.522138,c6367b07b0674c8187e2853f3d7a3880
a120c1790d49adf10nZ90ti4F1dS,C#上位机软件工程师,诺德凯,,10-15K·14薪,1-3年,本科,苏州吴中区诺德凯(苏州)智能装备有限公司,C++开发,苏州,101190400,https://www.zhipin.com/job_detail/a120c1790d49adf10nZ90ti4F1dS.html,"岗位职责：（无板卡使用经验勿投）
1.负责检测类设备的软件开发，包括运动控制系统、机器视觉系统、人机界面、⼯艺流程等 
2.参与系统需求分析、⽅案设计、代码编写、整机调试等相关⼯作 
3.现有设备软件的维护和改进 
4.相关文档的编写
任职要求：
1.本科以上学历，自动化相关专业 
2.1年以上⾃动化设备软件开发经验 
3.熟悉C#或C++
4.熟悉使用固高、凌华或者ACS运动控制器的优先，了解机器视觉相关背景 
5.良好的团队协作精神、学习能力，工作积极主动
6.Base珠三角",在线,"诺德凯
·
招聘主管",True,True,继续沟通,1784076950.354082,c6367b07b0674c8187e2853f3d7a3880
b1e897695791badf0nB_29--GVBU,软件工程师（26届）,苏州天准科技,,10-15K·15薪,在校/应届,本科,苏州虎丘区苏州天准科技股份有限公司,C++开发,苏州,101190400,https://www.zhipin.com/job_detail/b1e897695791badf0nB_29--GVBU.html,"岗位职责：
1.前期进行软件工程师岗位的相关培训，包括了解行业和项目
2.承担项⽬软件开发任务，保质保量交付
3.对软件使⽤部门、现场提供⼀定的技术支持
任职要求：
1.本科及以上学历，计算机、软件、自动化、电⼦、通信、数学等相关专业
2.专业基础扎实，具备良好的理论基础知识，专业课程成绩优秀；精通C/C++等一门计算机语言；熟悉C#实战经验者优先
3.勤奋好学，积极主动，良好的沟通表达能力，承担工作压力及出差",在线,"苏州天准科技
·
招聘专员",True,True,继续沟通,1784077007.7575119,c6367b07b0674c8187e2853f3d7a3880
1636e8ad401064ce0nF92N26FlJR,qt/c++上位机软件工程师,景嘉微电子,,12-13K,1-3年,本科,长沙岳麓区景嘉微长沙景嘉微电子,C++开发,长沙,101250100,https://www.zhipin.com/job_detail/1636e8ad401064ce0nF92N26FlJR.html,"岗位职责:  
1. 负责Qt/C++上位机软件的设计与开发  
2. 完成软件模块编码、调试及维护工作  
3. 参与软件需求分析和技术方案制定  
任职要求：  
1. 熟练掌握C++语言和Qt开发框架  
2. 具备良好的编程习惯和代码规范意识  
3. 能够独立完成分配的开发任务并配合团队协作",刚刚活跃,"景嘉微电子
·
招聘者",True,True,继续沟通,1784077042.400198,c6367b07b0674c8187e2853f3d7a3880
116314ca0f308a2a1HF83Ny6FVc~,存储软件开发工程师,宇视科技,,10-15K,1-3年,本科,西安长安区中煤航测遥感集团公司智慧大厦（到东门后请电话联系）,C++开发,西安,101110100,https://www.zhipin.com/job_detail/116314ca0f308a2a1HF83Ny6FVc~.html,"1.大学本科及以上学历，计算机及相关专业毕业，英语四级及以上；
2.熟悉C或C++语言编程；
3.熟悉基于linux的软件开发；
4.有存储相关基础者优先；
5.有责任心，能吃苦，具有良好的团队合作精神和沟通能力。",今日活跃,"宇视科技
·
主管",True,True,继续沟通,1784077077.5432131,c6367b07b0674c8187e2853f3d7a3880
0a7646272a6a717a1Xx-29u7GFRW,C/C++开发工程师（J10136）,星纵物联,,15-25K·15薪,1-3年,本科,厦门集美区厦门星纵物联科技有限公司C09栋,C++开发,厦门,101230200,https://www.zhipin.com/job_detail/0a7646272a6a717a1Xx-29u7GFRW.html,"工作职责
1.负责Windows/Linux下音视频产品平台系统的C/C++开发任务；
2.负责架构设计和实现，结合产品规划和功能设计，提供技术方案，编写技术文档；
3.负责解决开发过程中出现的技术难题，为其他开发人员提供技术支持和指导；
4.负责项目开发，与测试，产品等人员协作，修复bug，完成版本功能开发与迭代；
5.对自己交付产品、代码有很强的自我检测意识和质量控制意识，保质保量完成工作。
任职资格
1.本科及以上学历，3年以上C/C++软件开发发经验；
2.熟悉 C/C++ 编程语言和开发工具，网络编程，音视频编解码技术；
3.具备良好的主动工作意识和能力、良好的团队合作精神、逻辑思维能力强，良好的代码编码风格，热爱编程；
4.熟悉多线程/异步通讯编程，有QT/DirectX/Ffmpeg/OpenGL相关经验者优先； 
5.具有rtp/rtsp/sip/rtmp/gb28181/onvif等相关工作经验者优先。",在线,"星纵物联
·
HRBP",True,True,继续沟通,1784077136.632098,c6367b07b0674c8187e2853f3d7a3880
50dcf8cb2ef51aa30nF92d64FFRR,c++开发工程师,汉森软件,,15-27K·15薪,1-3年,本科,深圳宝安区中德(欧)产业示范园A栋2-3楼,C++开发,深圳,101280600,https://www.zhipin.com/job_detail/50dcf8cb2ef51aa30nF92d64FFRR.html,"一、核心职责​
1、复杂业务需求分析与系统设计：​​
（1）深入参与业务讨论，承接复杂、跨模块的业务需求，进行技术可⾏性分析、软件规划与架构设计。
（2）将模糊的业务场景转化为清晰的技术⽅案和系统模型，输出⾼质量的设计文档。
  2、核心技术难题攻关与系统优化：​​
（1）负责解决软件开发全⽣命周期中的关键技术难题、性能瓶颈及系统性缺陷。
（2）主导代码重构、性能调优和技术债务清理，确保系统具备高可靠性、可扩展性和可维护性。
​3、高质量编码与评审：​​
（1）负责核心模块、关键功能的代码实现，编写高效、稳定、易读的代码。
（2）主导或参与代码审查，帮助团队提升整体代码质量，传播最佳实践。
二、任职资格要求​
必备条件：​​
​1、专业能力与经验：​​
（1）学历专业：计算机科学、软件工程或相关专业本科及以上学历。
（2）工作经验：5年以上软件开发经验。
（3）专业能力：C++高级开发能力（系统级/偏底层的架构开发，QT方向），模块化设计能力，标准代码规范能力。
（4）架构设计能力：熟悉UML统一建模语言，主导过一定规模（百万行代码级别）软件开发经验；设计具备扎实的软件架构设计能力。
（5）行业经验：图形（矢量图）图像（点阵）偏图像处理行业，工控软件行业，医疗内图像处理类，PDF；
（6）系统性思维：拥有优秀的系统性问题和复杂技术难题的分析、定位与解决能力。
（7）逻辑思维：具备极强的逻辑思维和抽象能力，能从容应对复杂业务逻辑的梳理与实现。
2、综合素质：​​
（1）责任与担当：拥有极强的责任心，对工作成果负责到底，能承受压力。
（2）主动与钻研：工作态度积极主动，具备强烈的求知欲和钻研精神，乐于挑战技术无人区。
（3）团队协作：具备良好的沟通能力和团队合作精神，能清晰地与技术、产品团队成员沟通。​​",今日活跃,"汉森软件
·
HRBP",True,True,继续沟通,1784077214.704412,c6367b07b0674c8187e2853f3d7a3880
9cb1ef2b8b832f3f0nZ82ti6E1NW,c++开发工程师,达科为,,9-14K·13薪,1-3年,本科,深圳坪山区坪山生物医药加速器2期11栋2楼,C++开发,深圳,101280600,https://www.zhipin.com/job_detail/9cb1ef2b8b832f3f0nZ82ti6E1NW.html,"工作职责:
1. 负责公司项目中上位机软件的设计与开发，具体包括设备底层逻辑控制、电机、阀、泵等模块的流程优化、数据采集及设备状态监控、报警管理等。此外，还需进行⽤户界⾯（GUI）的开发⼯作。
2. 编写详细的技术方案、开发文档及其他相关技术⽂档，保证项目的透明度和可追溯性。
3. 配合项目相关人员完成需求调研和需求分析，确保解决方案符合用户期望。
4. 与其他本方向及交叉领域的工程师紧密合作，共同推进项目的顺利进行。
5. 根据项目组的实际需要，完成临时安排的相关工作任务。
任职资格:
1. 教育背景：全日制本科及以上学历，计算机科学、电子信息工程、生物医学工程等相关专业优先考虑。
2. 编程技能：精通C/C++编程语言，能够熟练运用这些语言解决实际问题；熟悉GUI开发经验、网络编程、多线程、数据库等技术
3. 设计理念：熟悉面向对象或面向过程的软件设计理念，有能力将理论知识应用到实际开发中。
福利待遇:
1. 工作时间: 5天8小时，双休
2. 五险一金: 入职即缴纳
3. 住宿无忧: 提供免费住宿
4. 各种补贴: 工龄工资、高温补贴、质量奖金等
5. 假期安排: 递增年假，按国家法定节假日放假
6. 员工活动: 公司每季度会举办生日会, 同时节假日会举办活动及礼品等",今日活跃,"达科为
·
HR",True,True,继续沟通,1784077226.965801,c6367b07b0674c8187e2853f3d7a3880
98dcc1235ec4f3b41HZ72N66EVZY,后端开发工程师（C++游戏开发方向）,迷你玩科技游戏,,15-20K,在校/应届,本科,深圳南山区永新汇2号楼,C++开发,深圳,101280600,https://www.zhipin.com/job_detail/98dcc1235ec4f3b41HZ72N66EVZY.html,"岗位职责
1.负责迷你世界产品中服务端逻辑开发。
岗位要求
1.2023届本科及以上学历，计算机相关专业，有相关实习经验优先；
2.熟悉Linux开发平台；
3.精通C/C++，编译原理/数据结构/算法功底良好；
4.了解TCP/IP通信协议及网络编程，分布式系统设计知识；
5.热爱游戏，对于创新和解决有挑战性的问题充满激情，有较强的学习能力、分析及解决问题能力。",刚刚活跃,"迷你玩科技游戏
·
招聘总监",True,True,继续沟通,1784077249.5519621,c6367b07b0674c8187e2853f3d7a3880
