job_id,title,company,scale,salary,experience,education,location,keyword,city,city_code,url,jd,hr_active_time,hr_title,confirmed,performed,button_text,confirmed_at,source_run_id
62e2f8f3fe86aadb03J-2N25F1pZ,测试开发,超威半导体,,12-20K·13薪,3-5年,本科,苏州苏州工业园区唯新路1,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/62e2f8f3fe86aadb03J-2N25F1pZ.html,"职位描述
1.负责Linux GPU驱动相关功能、性能等测试；
2.负责定制测试策略和测试方案，搭建测试环境，编写自动化测试脚本。
任职要求:
1.熟练掌握Shell、python；
2.熟悉Linux系统；
3.测试逻辑清晰、测试经验丰富。
加分：AI测试经验，芯片行业",3日内活跃,"超威半导体
·
测试工程师",True,True,继续沟通,1784412086.962098,831435223236458f9dcc6f2039737b50
039d97659202bcbd0nR-2NS9EVFW,android开发,MOVA,,15-25K·15薪,3-5年,大专,苏州吴中区追觅科技园b3,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/039d97659202bcbd0nR-2NS9EVFW.html,"岗位职责：
1. 负责Android客户端的开发、优化及迭代，确保高性能和稳定性；
2. 参与需求评审，与产品、设计团队协作，制定合理的技术方案;
3. 优化App启动速度、内存占用及页面渲染性能，提升用户体验;
4. 参与客户端架构演进，推动现代开发模式落地;
5. 编写技术文档，参与Code Review，保障交付质量。
任职要求：
1. 3年以上Android开发经验，精通Java/Kotlin，熟悉Jetpack组件（Compose/ViewModel）;
2. 掌握性能优化工具及CI/CD流程；
3. 良好的沟通能力，能跨团队协作推动项目落地。",今日活跃,"MOVA
·
HRBP",True,True,继续沟通,1784412115.9152188,831435223236458f9dcc6f2039737b50
1e5c3753f42fb48d0ndz3Nu-ElFW,python开发工程师,仁宝集团,,15-30K,3-5年,本科,苏州昆山市仁宝信息技术(昆山)有限公司(第一大道)第一大道58号,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/1e5c3753f42fb48d0ndz3Nu-ElFW.html,"职务概述
本职位负责服务器产品制造测试（Manufacturing Test）与设计验证测试（Design Validation Test）的自动化测试平台与基础架构开发，服务于工厂 BFT、AFT及 L6～L11 各阶段制造测试流程。
工程师需与硬件研发、BIOS/BMC/FW、EE、⼯⼚测试团队密切合作，建⽴高稳定性、高可扩充性的测试平台，以提升量产测试效率、降低⼈工作业成本并强化产品品质。
此职位亦需参与测试架构设计、自动化框架开发、测试资料整合与问题分析，支持全球服务器产品导入与量产。
主要职责（Key Responsibilities）
开发、设计、部署、维护 Server Manufacturing Test Automation Platform，支持 BFT、AFT 与 L6～L11 制造测试流程。
开发、设计、部署、维护 测试基础架构（Test Infrastructure）。
开发与整合测试自动化工具、测试脚本与测试框架，提升测试覆盖率与生产效率。
分析制造测试失败原因（Failure Analysis），协助产线进行 Debug 与良率改善。
建立测试资料收集、分析与追踪机制，支持品质管理与量产监控。
支持 NPI（New Product Introduction）与量产导入，确保测试流程可顺利于工厂端落地。
优化测试时间（Test Time Reduction）、系统稳定性与测试可靠度。
撰写技术文件、测试规范与操作文件，并提供工厂与跨部门技术支援。
支持海外工厂测试平台部署与问题排除。
与 BIOS、BMC、FW、SI、EE 与 ME 团队合作，定义测试规格与测试流程。
任职资格（Qualifications）
必要条件
信息工程、电子工程、软件设计、自动控制或相关科系学士以上学历。
熟悉 Web 全栈开发技术栈（前端 VUE + 后端 Python Django，或者类似技术栈）。(高级工程师需 3 年经验，经理级需 5 年经验)
熟悉 Python、Shell Script、C/C++ 或其他自动化程序语言。
具备 Linux Operating System 与 Network 基础知识。
熟悉 Server Architecture、BIOS/BMC/Firmware 与硬件测试流程。
具备测试平台开发、Debug 与 Failure Analysis 能力。
良好跨部门沟通与项目协调能力。
可配合海外出差与工厂支援。
加分条件
具备 Server Manufacturing Test（BFT/AFT）开发经验。
具备工厂 MES、Yield Management 或 Production Automation 系统经验。
曾参与超大规模服务器或 AI 服务器平台开发者尤佳。
注：薪资可面谈",3日内活跃,"仁宝集团
·
招聘专员",True,True,继续沟通,1784412184.3524501,831435223236458f9dcc6f2039737b50
4200dd58af5bda490nF63t-6FVNW,python后端开发,星商创新,,12-20K,3-5年,本科,苏州苏州工业园区盈联大厦苏州市虎丘区东平街288号盈联大厦611室,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/4200dd58af5bda490nF63t-6FVNW.html,"岗位职责：
1、负责与互联网技术相关系统的软件设计和开发工作；
2、负责结构化以及非结构化数据的信息检索以及数据挖掘；
3、参与开发服务计算的数据挖掘以及信息检索系统；
4、公司内部信息系统以及ERP系统的开发和二次开发；
5、负责对上线的项⽬进⾏性能分析、优化、问题跟踪；
6、负责软件需求定义、规格说明、系统设计、详细设计和相关⽂档撰写；7、负责软件开发技术和规范及标准流程的改进。
任职要求：
1、计算机/软件工程相关专业毕业，统招本科及以上学历，3年及以上同岗位工作经验；
2、优秀的数据结构基础，熟练掌握⼀门以上编程语言，可以接受Java、C++等语言转Python等；
3、熟悉面向对象的软件设计方法及设计模式，具备良好的代码编程习惯及较强的文档编写能力；
4、具备较好的问题解决能力和快速学习能力；
5、熟悉oracle/sybase/informix/db2/sql server/mysql等数据库至少其中一种，能够熟练使用标准SQL语句和数据库编程；
6、 有云计算以及数据挖掘相关背景优先考虑。",刚刚活跃,"星商创新
·
招聘经理",True,True,继续沟通,1784412298.391537,831435223236458f9dcc6f2039737b50
1bfd0e4e059515030nB73ti4GVFS,windows驱动开发工程师,山石网科,,15-25K,1-3年,本科,苏州虎丘区山石网科通信技术股份有限公司,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/1bfd0e4e059515030nB73ti4GVFS.html,"岗位职责:  
1、负责终端安全产品驱动模块的设计、开发与优化，保障产品安全稳定运⾏；
2. 根据客户需求，独⽴开发终端相关的产品特性，⾃主完成需求分析，设计，编码，测试发布的全流程。  
任职要求：
1、计算机相关专业，本科以上学历；
2、有熟悉C、C++语言开发经验；
3、有Windows内核驱动开发经验；
4、较好的概念思维、逻辑思维能力；学习能⼒强；抗压能力强；有良好的团队合作精神及技巧。",3日内活跃,"山石网科
·
资深软件研发经理",True,True,继续沟通,1784412345.8615198,831435223236458f9dcc6f2039737b50
fc044c0cb50247a40nF909y1FldT,软件开发工程师,欧菲光集团,,12-23K,3-5年,本科,苏州相城区上海欧菲车联苏州工厂,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/fc044c0cb50247a40nF909y1FldT.html,"岗位职责：
1.负责将产品软件涉及到的底层驱动MCAL、基础软件BSW、Bootloader、通信、信息安全等进行开发集成
2.承担部分功能模块SWC的需求分析、功能开发
3.负责对各软件模块集成编译、调试以及问题修改
4.软件集成测试，如CPU负载率、FLASH/RAM使用率、堆栈使用率
5.分析排查问题、确定问题根因
任职要求
1、本科及以上学历，3年以上嵌入式开发经验；
2、能读懂电路原理图；
3、熟悉C语言开发。",刚刚活跃,"欧菲光集团
·
招聘BP",True,True,继续沟通,1784412404.394009,831435223236458f9dcc6f2039737b50
03519a5c1b9c06cf03Zy3Ni_EFVZ,NVH过程测试开发,汇川联合动力,,15-28K·15薪,5-10年,本科,苏州吴中区苏州汇川联合动力系统有限公司B区,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/03519a5c1b9c06cf03Zy3Ni_EFVZ.html,"岗位职责：
1.主导汽车电机、多合一测试系统（电性能、EOL、NVH等）的开发、设备选型、系统架构设计
2.负责测试系统的需求识别、工装调试、验证、验收等整个项目的实施，保证项目节点的达成
3.对于项目方案基于功能、工艺、体系、成本、可靠性等因素评审并提出建议
4.参与建立或完善部门级平台建设，体系标准的建立
5.测试系统的方案设计、特殊特性、PFMEA、CP的编写及评审
6.主导分析和改善不良问题，梳理影响因素，识别需要过程管控清单，设备验证方案
任职要求：
1、汽车零部件行业背景，熟悉IATF体系
2、具有汽车新能源电机总装测试工艺5年以上从业经验
3、熟悉运用5大工具，APQP、MSA、PFMEA、PPAP、SPC
4、工作主动积极，责任心强，能高效的与他人沟通，执行力抗压力强
5、具备新能源电机或动力总成测试经验者优先
6、英语听说读写熟练",刚刚活跃,"汇川联合动力
·
汇川联合动力HR",True,True,继续沟通,1784412455.758614,831435223236458f9dcc6f2039737b50
768ce0a2a07db0401HF_2Nm_GVNV,测试开发工程师,京东物流,,15-30K·16薪,3-5年,本科,苏州常熟市中国智能车综合技术研发和测试中心,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/768ce0a2a07db0401HF_2Nm_GVNV.html,"岗位职责：
1、依据产品需求和项目要求，配合搭建并管理测试环境，对自动驾驶产品进行功能验证；
2、依据测试需求设计测试用例，保证测试用例合理有效；
3、执行测试用例，收集并跟踪测试中发现的问题，跟进问题的解决，确保问题的修复与闭环；
4、负责各地路测及无人化牌照测试工作，参与测试标准编写制定；
5、根据测试业务特点，开发合适的测试工具或自动化解决方案，提高测试效率；
任职资格：
1、大学本科及以上学历，电子、通信、计算机、机器人等相关专业；
2、熟悉一般软件测试流程，熟悉常见的软件测试用例设计方法和编写方法；
3、熟悉ubuntu系统，能够使用linux常用命令，具备C++/Python/Shell其中一种编程经验者优先；
4、具备较好的逻辑思维、较好的沟通与表达能力，做事细致严谨，强烈的责任心和敬业精神，能吃苦耐劳；
5、3年以上工作经验，了解车辆原理，熟悉车辆测试方法，具备自动驾驶测试方法优先",刚刚活跃,"京东物流
·
自动驾驶测试负责人",True,True,继续沟通,1784412537.369327,831435223236458f9dcc6f2039737b50
7e04e27bea8095e60nF42dq_F1FW,C++开发工程师,LINKHOU,,13-23K,3-5年,本科,苏州吴江区苏州灵猴机器人有限公司泉德路699号2栋,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/7e04e27bea8095e60nF42dq_F1FW.html,"""1.负责机器人系统后台服务端任务管理、地图管理、异常管理、参数管理、Ros2接口管理等开发设计和调试维护工作。
2.与前端配合，为前端提供服务请求http接口。
3.前端页面基础调试维护工作
4.书写相应的设计⽂档
任职要求
1精通C++编程语⾔，精通ros2系统。
2具有后端服务软件项⽬的开发、测试和优化经验，对软件系统异步编程有较深了解。
3有基础的前端调试维护经验优先，了解vue，javascript。
4熟悉代码管理工具，Git和SVN。
4 要求全日制⼤学本科以上学历，4年以上c++开发工作经验具有良好的沟通习惯和技巧。""
""1.精通C++编程语言，精通ros2系统。
2.具有后端服务软件项目的开发、测试和优化经验，对软件系统异步编程有较深了解。
3.有基础的前端调试维护经验优先，了解vue，javascript。
4.熟悉代码管理工具，Git和SVN。
5. ，全日制大学本科以上学历，4年以上c++开发工作经验具有良好的沟通习惯和技巧。:""",今日活跃,"LINKHOU
·
人事",True,True,继续沟通,1784412568.0647838,831435223236458f9dcc6f2039737b50
a2a9e12f2405e5ec0nZz29S8EVtX,软件开发主任工程师,丘钛,,18-25K,5-10年,大专,苏州昆山市昆山丘钛微电子科技股份有限公司(古城厂区)89,编解码开发,苏州,101190400,https://www.zhipin.com/job_detail/a2a9e12f2405e5ec0nZz29S8EVtX.html,"1.负责自动化生产设备核心控制软件的架构设计、需求分析与 C代码开发，聚焦设备运动控制、逻辑调度、数据采集与处理等核⼼模块的研发与迭代。
2.主导设备运动控制算法（如轨迹规划、位置闭环控制、速度平滑调节）的设计与实现，适配伺服电机、步进电机等执⾏机构，确保设备动作精准、⾼效、稳定。
3.负责设备与传感器（真空传感器、位置传感器等）、执行器（气缸、吸嘴、轴系等）、PLC、HMI 及上位机的通信开发，⽀持 EtherCAT、Profinet、Modbus、OPC UA 等主流工业通信协议，保障数据传输实时性与可靠性。
4.参与自动化设备整机联调与测试，定位并解决软件层面的性能瓶颈、逻辑漏洞及兼容性问题，协同机械、电气团队完成设备集成优化。
5.分析生产现场设备报警数据（如轴运动失败、真空检测异常、通信中断等高频故障），从软件层面制定优化方案并落地，降低设备故障发生率与停机时间。
6.负责软件版本管理、技术文档撰写（含设计文档、API 手册、调试指南），建立标准化的开发与交付流程；跟踪工业自动化领域前沿技术（如机器视觉融合、智能控制算法），推动技术落地与产品升级。
7.提供软件技术支持与培训，指导现场工程师进行故障排查与维护，搭建技术传承体系。
1.5 年以上工业自动化设备 C+软件开发经验。
2.精通 C/C+ 编程语言，熟练掌握 STL 标准库、多线程编程、内存管理，具备扎实的面向对象设计思想与软件架构设计能力。
3.熟悉工业运动控制原理，具备轨迹规划（直线插补、圆弧插补）、PID 控制、伺服驱动控制等相关算法开发与调试经验。
4.掌握至少 2 种主流工业通信协议（EtherCAT/Profinet/Modbus/OPC UA 等）的开发与调试，具备设备间数据交互、上位机对接实战经验。
5.熟悉 Windows/Linux 嵌入式系统开发，具备交叉编译、驱动适配、底层接口开发能力，能够适配工业级硬件平台。
6.具备较强的问题分析与解决能力，能够快速定位并解决生产现场软件相关故障，有设备联调与现场支持经验。
7.具备良好的团队协作、沟通表达能力，责任心强，能够承受项目压力，有规范的代码编写习惯与文档撰写能力。",今日活跃,"丘钛
·
招聘者",True,True,继续沟通,1784412598.2940211,831435223236458f9dcc6f2039737b50
