job_id,title,company,scale,salary,experience,education,location,keyword,city,city_code,url,jd,confirmed,performed,button_text,confirmed_at,source_run_id
22524dd9f62335761XF40tq1FVJV,c++开发工程师,深圳市财富趋势科...,,12-18K·14薪,在校/应届,本科,武汉洪山区光谷软件园C3栋9楼,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/22524dd9f62335761XF40tq1FVJV.html,"岗位职责：
1.在上级领导的要求下，定期完成工作要求；
2.能独立处理和解决所负责的任务；
3.根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；
4.进行程序单元、功能测试，查出软件存在的缺陷并保证其质量。
任职要求：
1.统招211、985本科及以上学历，逻辑能力强，理工科专业优先，有工作经验优先考虑；
2.熟悉TCP/IP协议，精通C/C++语言、Socket编程和多线程编程；
3.精通SQLSERVER或Oracle或MySql数据库或QT项目经验，有数据库编程、AI编程经验。",True,True,继续沟通,1782882540.533663,35bca794181e45b6a7377cd5d184335c
7ad07aa66cf24a4403N439m9GVZW,c++软件开发工程师,易点云,,8-13K·14薪,1-3年,本科,武汉江夏区合康,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/7ad07aa66cf24a4403N439m9GVZW.html,"岗位职责 ：
1、开发与维护笔记本整机功能/性能自动化测试软件平台，逐步替代第三方工具，实现自主可控。
2、在测试软件中设计防错机制，提升测试准确性、可靠性和效率，保障产品品质。
3、开发生产周边工具软件及配件测试程序，提升生产管理效率和配件品质。
4、提供跨部门程序开发技术支持，并快速响应处理产线测试软件/脚本引发的异常问题。
5、持续开发新测试项脚本并迭代优化现有脚本，扩大覆盖范围，提升测试精准度。
任职资格：
1、本科及以上学历，计算机、软件工程、电子工程或相关专业。
2、了解PC电脑硬件，了解软性件交互的原理。
3、熟练掌握 c,c++这些开发语言，熟悉C#语言。",True,True,继续沟通,1782882549.341066,35bca794181e45b6a7377cd5d184335c
988fde82830c03db1Xd-2ty7EFRQ,C++软件开发工程师,港迪技术,,12-15K,1-3年,本科,武汉江夏区武大航域2区,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/988fde82830c03db1Xd-2ty7EFRQ.html,"岗位职责：
1) 参与港口自动化和散货自动化软件技术的技术难题攻克；
2) 负责自动化后台软件的开发；
3) 参与系统实施、维护工作；
4）公司的其他工作安排；
任职要求：
1) 两年以上相关工作经验，本科及以上学历；
2) 精通C++，理解面向对象思想，熟练使用标准库；
3) 熟悉常用数据结构与算法；
4) 熟悉操作系统理论,多线程开发,了解网络开发；
5) 熟悉Windows平台开发,使用过MFC,或其他界面库/ui库；
6) 熟悉Boost库优先，掌握其他语言优先（如：C#）；
7) 责任心强，良好的对外沟通和团队协作能力，具备良好的分析解决问题能力，主动好学；
8）有自动化港口和散货系统软件产品开发工作经验者优先；",True,True,继续沟通,1782882557.99179,35bca794181e45b6a7377cd5d184335c
3d27f71b1698f7cf1XR62t-0FVpQ,C++开发工程师,中地数码,,8-13K,在校/应届,本科,武汉江夏区武汉中地科技园598号,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/3d27f71b1698f7cf1XR62t-0FVpQ.html,"1、本科及以上学历，测绘、地理、计算机、数学等相关专业；
2、熟悉C++(c#)，具备良好的代码编写规范、文档写作及文档管理能力，有GIS开发工作经验优先；
3、熟悉数据结构、算法设计、GIS开源库应用等相关知识优先；
4、熟悉linux软件开发环境，多线程编程，熟悉网络协议编程优先；
5、对工作认真负责，善于学习总结，有良好的团队合作精神和沟通协调能力。",True,True,继续沟通,1782882566.820106,35bca794181e45b6a7377cd5d184335c
ddfd20458dd08a601nR_2d61FlpV,软件开发工程师（Java/C/C++/C#）,武汉虹信,,8-13K·15薪,在校/应届,本科,武汉江夏区虹信无线通信产业园2号门,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/ddfd20458dd08a601nR_2d61FlpV.html,"1、毕业时间2021年7月至2022年6月，统招本科及以上学历，以计算机、通信、电子信息相关专业为主，对于优秀人才专业不限；
2、熟悉计算机体系结构、常用数据结构和算法；
3、熟悉面向对象的软件设计模式；
4、熟练掌握Java或C/C++/C#开发语言；
5、有开发经验者优先。",True,True,继续沟通,1782882575.676366,35bca794181e45b6a7377cd5d184335c
3b391542763139101n172dW0EFFQ,c/c++软件工程师,深圳怡化电脑,,10-15K,1-3年,大专,武汉江汉区万景国际广场B座B座1801,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/3b391542763139101n172dW0EFFQ.html,"公司主营智慧金融解决方案：金融设备软、硬件的自主研发，生产及销售，具体介绍请官网了解。
岗位（非外包）工作：
1、参与公司设备驱动软件开发及软件维护，
2、软件模块相关技术文档编写及更新维护工作；
3、相关产品行业规范发展变化的跟进。
能力要求：
1、熟练使用C/C++语言，熟悉VC/MFC/SDK编程；
2、精通面向对象思想，熟悉设计模式，具备软件架构意识；
3、熟悉软件工程、版本管理工具、Windows操作系统；
4、有WOSA开发经验者优先考虑。",True,True,继续沟通,1782882584.523443,35bca794181e45b6a7377cd5d184335c
37c5fd721049ff6e0nZz3dW7EFZS,软件开发岗（JAVA/C++）,招商证券,,16-20K·16薪,1-3年,本科,武汉洪山区中国特种飞行器研究所(武汉研发中心),C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/37c5fd721049ff6e0nZz3dW7EFZS.html,"有证券从业资格者优先！
岗位职责：
	1.	应用系统的设计、开发和实施；
	2.	独立完成核心模块及功能的设计与开发；
	3.	参与基础技术架构研发。
任职要求
	1.	大学本科及以上学历，计算机或相关专业，1年以上相关⼯作经验；
	2.	精通Kotlin、JAVA语⾔和⾯向对象设计开发，熟悉多线程程序开发，理解多线程技术、异步、并发或精通C++；有大中型项目Linux后台开发经验（熟悉GDB调试优先）；
	3.	具备全⾯且扎实的软件知识结构（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；
	4.	熟悉分布式系统的基础理论，有高并发系统的架构设计、开发和调试经验；
	5.	具备良好的分析解决问题能力，能独立承担任务和系统进度；
	6.	有需求分析、系统设计、产品设计运营经验或有项目管理经验、参与过开源项目者优先。
	7.	有券商交易系统开发经验者优先。",True,True,继续沟通,1782882593.4114728,35bca794181e45b6a7377cd5d184335c
fb78d863e24915e31Hxy39q8ElI~,Linux C开发工程师,天融信,,15-23K·13薪,1-3年,本科,武汉东西湖区天融信大厦A座东西湖区创谷路与网安大道交叉口天融信网络安全创新园天融信大厦A座,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/fb78d863e24915e31Hxy39q8ElI~.html,"技能要求：
嵌入式，Linux，C，C++，Shell
岗位职责：
1、负责Linux嵌入式系统软件设计、开发和维护。
2、完成功能模块设计、代码编写、单元测试、代码维护、文档编写工作。
3、协助测试/技术支持人员定位问题并解决。
4、完成部门安排的其他相关研发工作。
任职要求：
1、计算机相关专业本科及以上学历，3年及以上项目开发经历;
2、熟练掌握Linux环境下C/C++、多线程、网络编程技术，有良好的编码规范；
3、熟悉shell/Makefile脚本编写;
4、熟悉嵌入式软件开发和调试，熟悉编译工具及调试工具的使用；
5、有uboot、linux内核、文件系统裁剪、移植、开发等相关经验者优先考虑。
6、逻辑能力优秀者优先考虑。
7、富有团队精神，有责任心和上进心。
福利待遇：
双休、春节假期11天、五险一金全额、优秀员工出国旅游、股权激励等。",True,True,继续沟通,1782882602.33894,35bca794181e45b6a7377cd5d184335c
844bf02f1512c99a0nZ53t-1E1BX,嵌入式开发工程师（SCM方向）,精臣,,15-20K·13薪,1-3年,本科,武汉洪山区创意天地05创意工坊5楼,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/844bf02f1512c99a0nZ53t-1E1BX.html,"嵌入式开发工程师（SCM方向）（Software Configuration Management）
岗位职责：
1、负责嵌入式软件全⽣命周期配置管理，包括代码基线、版本、编译构建、发布、环境、变更与问题闭环，保证研发流程规范、版本可追溯、发布稳定；​
2、负责嵌⼊式单元模块测试，负责⽤例编写与执行，保障接口、逻辑、边界与异常覆盖完整，定位并推动开发修复测试问题，输出单元测试报告，验证模块满足设计规格与质量准⼊标准，支撑软件集成与版本稳定交付；
3、建立并维护嵌入式软件代码仓库规范（Git/SVN），保证基线清晰、可追溯、不可篡改；
4、制定嵌入式软件版本号规则，负责版本打包、版本自测、发布归档，输出版本发布说明、变更记录、差异清单；
5、维护嵌入式编译环境、工具链、脚本、依赖库，保证构建环境一致性、可复现、可迁移；
6、跟踪代码变更与缺陷的全流程闭环，输出变更统计、质量报表、版本收敛情况，推动问题可追溯、可复盘、可改进；
7、制定嵌入式软件配置管理规范、发布流程、准入准出标准，监督研发按流程执行，减少版本混乱、漏合入、错发布，支撑审计、复盘、量产前流程合规检查；
任职要求：
1、本科及以上学历，计算机、电子信息、通信、自动化等专业，2 年及以上嵌入式软件配置管理或单元测试相关工作经验，有车载 / 工业控制 / 消费电子等嵌入式产品版本管控、批量发布落地经验优先；；
2、熟悉嵌入式开发流程，熟练使用 Git/SVN、Jenkins、CI/CD、缺陷管理工具；掌握自动化构建 / 测试工具（如 Jenkins、GitLab CI），能搭建嵌入式软件自动化编译、测试流水线经验者优先
3、了解嵌入式编译、镜像、固件升级、版本兼容；具备 C/C++ 编程语言基础，能理解嵌入式代码逻辑，辅助提升测试覆盖度与问题定位效率工作经验的优先
4、具备抗压能力，严谨、细致、流程意识强；",True,True,继续沟通,1782882609.980244,35bca794181e45b6a7377cd5d184335c
7abb2a91ae1eac840ndy2ti0GVpW,nx二次开发工程师（5.5天 包吃住）,江西模界荣耀科技平台,,11-22K,1-3年,大专,武汉汉南区武汉模具工业园1,C++开发工程师,武汉,101200100,https://www.zhipin.com/job_detail/7abb2a91ae1eac840ndy2ti0GVpW.html,"岗位职责：
1. 负责工业软件系统的代码实现，编写规范的代码注释与开发文档，保障代码可维护性。
2. 辅助完成系统功能定义与程序设计，将业务需求转化为技术方案。
3. 依据设计文档或需求说明，完成代码编写、调试、测试及上线后的系统维护⼯作。
4. 分析并解决软件开发过程中的技术问题，保障系统稳定性与性能。
5. 协助测试⼯程师制定测试计划，精准定位并修复测试过程中发现的问题。
6. 配合项⽬经理推进项目进度，确保任务目标按时交付。
任职要求：
1. 统招专科及以上学历，计算机技术、软件⼯程、自动化控制或人工智能等相关专业。
2. 精通UG二次开发，熟悉UG OPEN/API调用规则，能独立完成定制化功能开发。
3. 熟练掌握C++编程语言，熟悉Windows API、MFC等开发技术，具备扎实的工业软件编程基础。
4. 了解3D建模软件体系及标准流程，熟悉模具设计行业认知与标准流程优先。
5. 具备目标结果导向思维，能快速理解问题本质并精准解决。
6. 拥有良好的跨部门沟通与协调能力，能高效推动项目协作。
7. 学习能力强，具备持续学习意识，关注并吸收新技术的趋势。
8. 有大型模具企业UG二次开发经验者优先
5.5天制，包吃住
办公地址：江西省九江市修水",True,True,继续沟通,1782882618.890317,35bca794181e45b6a7377cd5d184335c
